Years,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CMCC-ESM2,CNRM-CM6-1,CNRM-ESM2-1,EC-Earth3,FGOALS-g3,GFDL-ESM4,GISS-E2-1-G,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,MIROC6,MIROC-ES2L,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM,NorESM2-MM,MME-mean,MME-median,MME-pct25,MME-pct75,MME-pct05,MME-pct95
1950.0,15.235092163085938,14.483301162719727,14.245257377624512,NaN,14.294553756713867,15.48160171508789,13.973509788513184,16.237794876098633,15.003623008728027,15.665287017822266,15.445418357849121,16.10662841796875,14.311049461364746,13.644624710083008,14.778210639953613,13.368927001953125,16.147476196289062,14.316359519958496,14.9354248046875,15.330814361572266,14.901264190673828,14.661911010742188,14.884196644737607,14.901264190673828,14.311049461364746,15.445418357849121,13.644624710083008,16.147476196289062
1951.0,15.119462013244629,13.976058006286621,15.354952812194824,NaN,13.672590255737305,15.901772499084473,15.213099479675293,15.002138137817383,14.905220031738281,16.9613037109375,15.307833671569824,14.956933975219727,15.781038284301758,15.725110054016113,16.29456329345703,13.448461532592773,13.118205070495605,14.307487487792969,15.24075698852539,15.47504997253418,15.578941345214844,15.584939956665039,15.091710408528646,15.24075698852539,14.905220031738281,15.584939956665039,13.448461532592773,16.29456329345703
1952.0,15.709720611572266,15.534509658813477,14.691804885864258,NaN,14.606937408447266,14.61663818359375,14.830984115600586,14.911317825317383,15.267171859741211,15.381237983703613,13.58061408996582,15.879348754882812,14.334156036376953,14.572355270385742,14.920439720153809,12.869441986083984,14.627913475036621,15.087994575500488,15.087491989135742,14.064545631408691,13.074466705322266,14.963967323303223,14.695859909057617,14.830984115600586,14.572355270385742,15.087994575500488,13.074466705322266,15.709720611572266
1953.0,14.075740814208984,16.646347045898438,16.497650146484375,NaN,14.632074356079102,15.126720428466797,13.894721031188965,14.559165000915527,14.600196838378906,14.591058731079102,13.910823822021484,17.44947052001953,13.511520385742188,15.302079200744629,15.568266868591309,13.116308212280273,13.457661628723145,14.25686264038086,14.097479820251465,15.392952919006348,13.86056137084961,15.235129356384277,14.751561482747396,14.591058731079102,13.910823822021484,15.302079200744629,13.457661628723145,16.646347045898438
1954.0,14.664484024047852,14.892818450927734,15.520238876342773,NaN,13.975741386413574,14.06511116027832,13.750853538513184,14.946128845214844,14.542646408081055,15.892454147338867,14.91341781616211,14.916577339172363,16.758390426635742,15.613602638244629,15.383642196655273,13.984530448913574,12.91142749786377,16.45783042907715,14.379504203796387,15.391703605651855,14.193275451660156,14.187640190124512,14.825810432434082,14.892818450927734,14.187640190124512,15.391703605651855,13.750853538513184,16.45783042907715
1955.0,15.00210189819336,15.7708101272583,14.329582214355469,NaN,13.260699272155762,14.078365325927734,14.42281723022461,16.94725227355957,14.486554145812988,16.25203514099121,15.577224731445312,14.776546478271484,15.471322059631348,17.131860733032227,14.661059379577637,13.081445693969727,13.566741943359375,14.738371849060059,14.59813404083252,14.317834854125977,15.185839653015137,14.220989227294922,14.851313727242607,14.661059379577637,14.317834854125977,15.471322059631348,13.260699272155762,16.94725227355957
1956.0,16.924549102783203,14.905792236328125,15.186304092407227,NaN,12.667227745056152,13.823328018188477,14.541969299316406,15.823609352111816,15.759862899780273,16.917383193969727,15.6260404586792,13.553763389587402,13.618814468383789,13.338005065917969,14.531999588012695,16.45980453491211,14.836995124816895,15.03323745727539,16.073259353637695,15.604116439819336,16.194713592529297,14.544346809387207,15.045958201090494,15.03323745727539,14.531999588012695,15.823609352111816,13.338005065917969,16.917383193969727
1957.0,14.648282051086426,15.747225761413574,15.053304672241211,NaN,15.191702842712402,14.68387222290039,14.099505424499512,15.04022216796875,15.319001197814941,16.489500045776367,13.752744674682617,15.528303146362305,15.265608787536621,14.836389541625977,15.16510009765625,15.581294059753418,15.79810619354248,15.441315650939941,14.91758918762207,16.490468978881836,14.887572288513184,13.831154823303223,15.13182208651588,15.16510009765625,14.836389541625977,15.528303146362305,13.831154823303223,16.489500045776367
1958.0,14.411628723144531,16.184139251708984,14.786328315734863,NaN,15.4187593460083,14.77485466003418,15.770204544067383,16.011022567749023,14.616008758544922,15.044069290161133,14.781853675842285,15.589756965637207,15.67680549621582,14.617868423461914,13.270868301391602,16.24879264831543,15.473311424255371,16.082914352416992,15.868185043334961,15.867135047912598,15.428653717041016,13.671414375305176,15.218789282299223,15.428653717041016,14.77485466003418,15.867135047912598,13.671414375305176,16.184139251708984
1959.0,14.573813438415527,13.658568382263184,14.065489768981934,NaN,16.636884689331055,16.25681495666504,14.612069129943848,16.82605743408203,14.061991691589355,14.930784225463867,15.526497840881348,16.17192840576172,14.676987648010254,14.428421974182129,14.250903129577637,15.152469635009766,14.233133316040039,15.39259147644043,14.775700569152832,14.703451156616211,16.425657272338867,13.663392066955566,15.001124200366792,14.703451156616211,14.250903129577637,15.526497840881348,13.663392066955566,16.636884689331055
1960.0,15.331615447998047,15.357876777648926,14.220014572143555,NaN,14.253405570983887,15.249581336975098,15.66357135772705,15.71052360534668,13.780878067016602,14.06458568572998,14.728313446044922,14.636507034301758,17.290794372558594,15.233786582946777,15.007622718811035,16.07848358154297,15.163269996643066,14.398634910583496,15.26617431640625,15.917521476745605,14.884572982788086,14.664666175842285,15.090590476989746,15.163269996643066,14.636507034301758,15.357876777648926,14.06458568572998,16.07848358154297
1961.0,15.818044662475586,13.988604545593262,14.35509967803955,NaN,14.79929256439209,16.735322952270508,15.202738761901855,15.442744255065918,15.027017593383789,14.753438949584961,15.915201187133789,16.8234806060791,16.287935256958008,15.0157470703125,15.8854341506958,15.056817054748535,15.378863334655762,14.07697582244873,15.819478988647461,14.75810718536377,13.10966682434082,16.32659912109375,15.265552884056454,15.202738761901855,14.75810718536377,15.8854341506958,13.988604545593262,16.735322952270508
1962.0,15.392840385437012,15.057990074157715,15.048293113708496,NaN,14.684381484985352,15.117483139038086,15.205314636230469,15.059800148010254,15.11950969696045,14.84327507019043,14.680631637573242,15.223165512084961,16.251113891601562,15.310271263122559,15.119091987609863,14.926950454711914,14.81916618347168,14.910050392150879,14.781336784362793,15.52064323425293,13.944695472717285,14.05052661895752,15.003168151492165,15.057990074157715,14.81916618347168,15.205314636230469,14.05052661895752,15.52064323425293
1963.0,15.256304740905762,14.725403785705566,15.14000129699707,NaN,16.244935989379883,15.23193073272705,14.485239028930664,14.830364227294922,14.975751876831055,15.498948097229004,14.885794639587402,14.625447273254395,13.944233894348145,14.92999267578125,14.600213050842285,15.066060066223145,15.148856163024902,14.772414207458496,15.856677055358887,15.077005386352539,14.328800201416016,13.936195373535156,14.931455703008742,14.92999267578125,14.625447273254395,15.148856163024902,13.944233894348145,15.856677055358887
1964.0,14.131182670593262,15.645240783691406,15.413250923156738,NaN,13.686939239501953,15.50552749633789,14.163606643676758,12.75955581665039,14.089424133300781,14.584246635437012,14.385804176330566,14.636582374572754,15.35250186920166,16.291032791137695,13.195650100708008,14.41393756866455,13.632948875427246,15.088570594787598,13.558256149291992,16.595962524414062,14.009839057922363,14.924391746520996,14.57449772244408,14.41393756866455,14.009839057922363,15.35250186920166,13.195650100708008,16.291032791137695
1965.0,13.906020164489746,14.177459716796875,15.513749122619629,NaN,14.231748580932617,15.252325057983398,15.351221084594727,14.143452644348145,13.880912780761719,14.665136337280273,15.026054382324219,14.67587661743164,13.717315673828125,14.935194969177246,15.286974906921387,14.236443519592285,13.977681159973145,15.097663879394531,14.75422477722168,14.423837661743164,14.796353340148926,14.572515487670898,14.601055326915922,14.665136337280273,14.177459716796875,15.026054382324219,13.880912780761719,15.351221084594727
1966.0,14.249750137329102,15.233487129211426,15.724090576171875,NaN,13.348738670349121,13.986988067626953,14.325736999511719,14.510862350463867,13.910109519958496,15.274599075317383,13.921257019042969,14.069316864013672,14.824356079101562,14.345273971557617,14.051384925842285,14.966361045837402,15.342262268066406,15.087454795837402,14.809860229492188,16.518821716308594,16.635587692260742,14.539072036743164,14.74644624619257,14.539072036743164,14.069316864013672,15.233487129211426,13.910109519958496,16.518821716308594
1967.0,14.666328430175781,15.18844985961914,14.3294038772583,NaN,14.69983959197998,14.037992477416992,14.512247085571289,14.878368377685547,14.773579597473145,14.43326473236084,12.98617935180664,13.881753921508789,15.535361289978027,13.70494556427002,15.62366771697998,13.221297264099121,13.956025123596191,15.666620254516602,14.213814735412598,15.422011375427246,16.04039192199707,14.725927352905273,14.59511761438279,14.666328430175781,14.037992477416992,15.18844985961914,13.221297264099121,15.666620254516602
1968.0,14.60284423828125,14.490161895751953,14.694100379943848,NaN,13.703015327453613,14.374885559082031,13.064971923828125,16.154098510742188,15.680512428283691,14.780765533447266,14.12318229675293,12.903339385986328,13.391620635986328,13.528929710388184,13.427956581115723,12.789788246154785,13.041851043701172,16.485544204711914,15.260631561279297,14.246625900268555,13.740755081176758,14.243712425231934,14.225204422360374,14.243712425231934,13.427956581115723,14.694100379943848,12.903339385986328,16.154098510742188
1969.0,13.795771598815918,14.497668266296387,14.281698226928711,NaN,15.860956192016602,14.965638160705566,14.007124900817871,13.410076141357422,13.210524559020996,14.693289756774902,14.697757720947266,14.987048149108887,13.681867599487305,14.29737663269043,16.22073745727539,13.796907424926758,13.487613677978516,14.289335250854492,14.634210586547852,13.966561317443848,13.721564292907715,15.95461654663086,14.402778307596842,14.289335250854492,13.795771598815918,14.697757720947266,13.410076141357422,15.95461654663086
1970.0,15.151384353637695,14.3143892288208,15.122146606445312,NaN,15.658723831176758,14.600716590881348,14.52199649810791,15.223602294921875,14.926518440246582,15.480559349060059,15.9060640335083,16.369665145874023,13.569459915161133,14.823351860046387,13.2039213180542,12.7367525100708,13.952922821044922,15.104043960571289,13.752949714660645,14.65041446685791,14.678962707519531,15.539850234985352,14.728018851507278,14.823351860046387,14.3143892288208,15.223602294921875,13.2039213180542,15.9060640335083
1971.0,14.69793701171875,15.04931354522705,16.053707122802734,NaN,14.354429244995117,15.844752311706543,15.84556770324707,15.33861255645752,14.6870756149292,15.146588325500488,14.826501846313477,14.237683296203613,15.442119598388672,15.320027351379395,16.20058250427246,15.242791175842285,14.28869342803955,15.5763578414917,14.201766014099121,15.572103500366211,13.702311515808105,13.108834266662598,14.987512179783412,15.146588325500488,14.354429244995117,15.572103500366211,13.702311515808105,16.053707122802734
1972.0,15.287259101867676,14.188152313232422,15.122581481933594,NaN,14.661833763122559,14.961302757263184,15.369244575500488,15.838191986083984,15.102961540222168,15.460556030273438,14.911023139953613,15.572181701660156,15.234554290771484,14.08036994934082,15.15611743927002,15.502300262451172,14.812154769897461,15.68184757232666,14.074068069458008,14.364263534545898,15.438928604125977,15.040754318237305,15.040983200073242,15.122581481933594,14.812154769897461,15.438928604125977,14.08036994934082,15.68184757232666
