Years,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CMCC-ESM2,CNRM-CM6-1,CNRM-ESM2-1,EC-Earth3,FGOALS-g3,GFDL-ESM4,GISS-E2-1-G,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,MIROC6,MIROC-ES2L,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM,NorESM2-MM,MME-mean,MME-median,MME-pct25,MME-pct75,MME-pct05,MME-pct95
1950.0,1036.6044760618279,1071.9619206738384,1246.074793938332,1166.0017036433,1026.1267971422967,1044.7322025171488,991.6656038311089,840.6414525357377,1033.4472514184781,1243.0001272387244,1076.4504509771564,907.0991511182513,816.2257372366469,1172.029777283408,1197.2996670219095,1147.2783354690282,1155.927646753553,978.2284129788792,1073.6599908267692,1252.0668083768953,1059.8010808537565,1137.5225003541914,1076.0839040114197,1072.810955750304,1027.956910711342,1163.4831894208633,843.9643374648634,1245.9210606033516
1951.0,1032.1996267958443,1290.2884663632733,935.9189724847994,1084.631652079048,1013.4102423992131,1104.010191363855,1112.9361363342953,1105.542209020399,1066.3372756942856,898.5611838801333,1067.8337467091258,1031.4275396327957,1056.1532986264701,1135.252338669187,1157.2068996441376,1273.4222626821363,1221.8918169093758,1308.9124494469718,1238.1304879990125,1088.2546768386937,1201.594430801446,1166.915719392432,1117.765073807588,1104.776200192127,1058.699292893424,1192.9247529491925,939.7935359805201,1289.4451561792164
1952.0,1119.0433556035323,1169.1369045601946,1106.789945387004,1282.526890270526,967.580301516997,1082.0479643884767,1048.7833783526994,1213.1245912697182,960.4890492813779,1178.882995261074,980.4135995717746,1033.3237303617734,1091.7113187873356,1167.716796730656,1088.6884807036804,1180.6897508763113,1055.414677586083,1067.1948307325206,1232.103962186764,891.2028785311797,1059.0058747629944,1163.3091255661361,1097.2354728313096,1090.199899745508,1050.4412031610452,1168.7818776028098,960.8436118931588,1231.1549936409117
1953.0,944.9781605904208,1094.879769967341,869.7531119096652,957.6512759077631,1053.1931157000854,989.1397703696217,1005.3061309003353,1279.908668341625,1063.7528985913598,1108.4706501125027,1027.0200409766117,1084.5846125398466,936.4735666840104,972.8251367133641,1088.3984336471135,1145.4780969043156,1353.9011526361642,848.6329268560439,1234.1609672647792,864.905411629735,1056.5879246965512,1174.507132185613,1052.4776797784032,1054.8905201983184,961.4447411091634,1105.0729300762123,865.1477966437316,1277.6212832877825
1954.0,920.2624203821139,921.0206239489871,1113.8546702856331,938.2108167086144,1182.8790496613108,1010.0733242990145,1096.9193553174637,1289.746401840955,1295.7868432004075,1161.7192356860414,994.8941116791838,1262.338626910607,910.8766251179843,993.3040936197237,1011.5826400462413,1106.7703148683536,1204.4107032136487,885.098987256602,1316.8300602751328,1114.1884325622273,1161.9794845975048,1008.7548043691811,1086.4318920839514,1101.8448350929086,993.7015981345887,1177.6541583953592,911.3459148811908,1295.484821132435
1955.0,991.5344180495304,999.7249549798994,989.5442631689889,1245.8302840792044,1094.4653516674066,980.1926800355136,1166.8176133570341,983.0779771636926,934.1949061360584,1106.8396953784202,1144.9109915096594,1157.8295040741125,937.8344642398538,917.6228949079729,1291.7048838358542,1244.284556801881,1081.2077241741154,1162.7224970678526,1093.1758039605556,1353.3127847841633,1241.1605513477211,919.3699428445243,1092.6072156165462,1093.8205778139811,984.6945486650167,1165.7938342847388,920.111191009101,1289.4111538480217
1956.0,1029.2985007473817,1116.0491442422647,889.4820890554099,1414.837438056088,1108.4918967822318,904.3251321799318,1211.2014679431354,1390.5456210703278,912.2062023968177,1150.2003953479516,1046.987077064616,944.4525095391839,1176.5325915902843,986.0906051213135,1038.192556589796,887.1963823274493,1250.4931974686701,1255.0080826993367,1191.067593022997,925.3687087207636,809.7713211715474,1309.0658828401274,1088.4938361808013,1077.739486923424,930.1396589253686,1206.1679992131008,887.3106676638473,1386.4716341588178
1957.0,1050.8241926867659,1139.2634644739517,1379.7225603784113,1117.4218685819737,956.5312376160307,928.5174033608669,1258.8405918130632,1139.2592305804214,1205.4811537378632,949.1567733629296,1051.1722676878894,1180.2576546380465,1255.9312304717182,827.3536774034199,1180.2051234128367,1135.6376151386285,1291.8355825911046,1196.588081139172,1043.927540958734,752.6006935791941,1101.9183820353192,959.0456567360075,1095.5223628356523,1126.529741860301,980.2661277916891,1192.5054745138905,832.4118637012922,1290.1858330522025
1958.0,1034.5972529246035,971.2737786260881,1049.716115645836,1131.5651176093043,1031.381507860723,1284.6714505177424,1233.724946168175,1120.429228127341,990.7313532362067,1221.3255405358552,1398.572109396883,1338.087584569576,1217.5710913777289,1106.044976408655,1128.4566228026001,1056.8787398671552,958.4472142125545,1275.0689397772703,823.2208753018924,1018.7239245104422,1212.9643231218124,1268.3825013315045,1130.5379633604523,1124.4429254649706,1032.1854441266933,1230.625094760095,959.0885424332312,1335.4167778669841
1959.0,1169.1134704263804,1242.830087998871,1103.1403738377662,1308.0413669894833,948.1342880248803,1177.0254445656817,1093.9510339432018,896.8626287055031,1091.794523467913,1200.4208979652958,1283.4940094396466,931.2697095045494,1095.8428002146434,904.8724679620051,1115.06042531052,1005.121252437192,1197.986539791003,1158.6908372164203,1087.2234635845075,1027.4640415920103,914.2440028203014,1426.702719541308,1108.1493811517767,1099.4915870262048,1010.7069497258965,1192.7462659846726,905.3410447049199,1306.8139991119915
